Distance    FWHM    sigma
0	49.798815932497	1.92251
2.5	60.7910217098996	2.34687
5	67.5807214421383	2.60899
10	89.3615352558502	3.44985
15	115.967822757639	4.477
20	142.620476666115	5.50594
25	171.010446159213	6.60195
30	198.642493272617	7.6687
